"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"Trade in goods by exporter characteristics, by enterprise employment size and country of destination",12100095,228-0074,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1210009501",,"CURRENT - a cube available to the public and that is current",Annual,2010-01-01,2019-01-01,4

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
1,Geography,,
2,Estimates,,
3,"Enterprise employment size",2,
4,"Country of destination",,

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
4,Anguilla,,118,112,,,
4,"Netherlands Antilles",,119,112,,,
4,Aruba,,120,112,,,
4,Barbados,,121,112,,,
4,Bermuda,,122,112,,,
4,Bolivia,,123,112,,,
4,Bahamas,,124,112,,,
4,Belize,,125,112,,,
4,Colombia,,126,112,,,
4,"Costa Rica",,127,112,,,
4,Cuba,,128,112,,,
4,Dominica,,129,112,,,
4,"Dominican Republic",,130,112,,,
4,Ecuador,,131,112,,,
4,"Falkland Islands",,132,112,,,
4,Grenada,,133,112,,,
4,Guatemala,,134,112,,,
4,Guyana,,135,112,,,
4,Honduras,,136,112,,,
4,Haiti,,137,112,,,
4,Jamaica,,138,112,,,
4,"Saint Kitts and Nevis",,139,112,,,
4,"Cayman Islands",,140,112,,,
4,"Saint Lucia",,141,112,,,
4,Montserrat,,142,112,,,
4,Nicaragua,,143,112,,,
4,Panama,,144,112,,,
4,Peru,,145,112,,,
4,Paraguay,,146,112,,,
4,Suriname,,147,112,,,
4,"El Salvador",,148,112,,,
4,"Turks and Caicos Islands",,149,112,,,
4,"Trinidad and Tobago",,150,112,,,
4,"Saint Vincent and the Grenadines",,151,112,,,
4,"British Virgin Islands",,152,112,,,
4,Uruguay,,153,112,,,
4,"Bonaire, Sint Eustatius and Saba",,154,112,,,
4,Curacao,,155,112,,,
4,"Sint Maarten",,156,112,,,
4,Asia,,157,1,,,
4,Japan,,158,157,,,
4,China,,159,157,,,
4,India,,160,157,,,
4,Indonesia,,161,157,,,
4,"South Korea",,162,157,,,
4,Afghanistan,,163,157,,,
4,Bangladesh,,164,157,,,
4,"Brunei Darussalam",,165,157,,,
4,Bhutan,,166,157,,,
4,"Hong Kong",,167,157,,,
4,"British Indian Ocean Territory",,168,157,,,
4,Cambodia,,169,157,,,
4,"North Korea",,170,157,,,
4,Laos,,171,157,,,
4,"Sri Lanka",,172,157,,,
4,Myanmar,,173,157,,,
4,Mongolia,,174,157,,,
4,Macao,,175,157,,,
4,Maldives,,176,157,,,
4,Malaysia,,177,157,,,
4,Nepal,,178,157,,,
4,Philippines,,179,157,,,
4,Pakistan,,180,157,,,
4,Singapore,,181,157,,,
4,Thailand,,182,157,,,
4,"Timor Leste",,183,157,,,
4,Taiwan,,184,157,,,
4,"Viet Nam",,186,157,,,
4,"Middle East",,187,1,,,
4,Israel,,188,187,,,
4,"Saudi Arabia",,189,187,,,
4,"United Arab Emirates",,190,187,,,
4,Bahrain,,191,187,,,
4,Egypt,,192,187,,,
4,Eritrea,,193,187,,,
4,Ethiopia,,194,187,,,
4,Iraq,,195,187,,,
4,Iran,,196,187,,,
4,Jordan,,197,187,,,
4,Kuwait,,198,187,,,
4,Lebanon,,199,187,,,
4,Libya,,200,187,,,
4,Oman,,201,187,,,
4,Qatar,,202,187,,,
4,"Occupied Palestinian Territory",,203,187,,,
4,Sudan,,204,187,,,
4,Somalia,,205,187,,,
4,Syria,,206,187,,,
4,Yemen,,207,187,,,
4,"Oceania and Antarctica",,208,1,,,
4,Australia,,209,208,,,
4,"New Zealand",,210,208,,,
4,Antarctica,,211,208,,,
4,"American Samoa",,212,208,,,
4,"Cocos Islands",,213,208,,,
4,"Cook Islands",,214,208,,,
4,"Christmas Island",,215,208,,,
4,Fiji,,216,208,,,
4,"Federated States of Micronesia",,217,208,,,
4,Guam,,218,208,,,
4,"Heard Island and McDonald Islands",,219,208,,,
4,Kiribati,,220,208,,,
4,"Marshall Islands",,221,208,,,
4,"Northern Mariana Islands",,222,208,,,
4,"New Caledonia",,223,208,,,
4,"Norfolk Island",,224,208,,,
4,Nauru,,225,208,,,
4,Niue,,226,208,,,
4,"Pacific Islands",,227,208,,,
4,"French Polynesia",,228,208,,,
4,"Papua New Guinea",,229,208,,,
4,Pitcairn,,230,208,,,
4,Palau,,231,208,,,
4,"Solomon Islands",,232,208,,,
4,Tokelau,,233,208,,,
4,Tonga,,234,208,,,
4,"United States Minor Outlying Islands",,235,208,,,
4,Vanuatu,,236,208,,,
4,"Wallis and Futuna",,237,208,,,
4,Samoa,,238,208,,,
4,Tuvalu,,239,208,,,
4,Unspecified,,240,1,,,
4,Greenland,,241,240,,,
4,"Saint Pierre and Miquelon",,242,240,,,
4,"High Seas",,243,240,,,
4,"Saint Barthélemy",,244,112,,,

Symbol Legend
Description,Symbol
"not available for a specific reference period",..
"less than the limit of detection",<LOD
"value rounded to 0 (zero) where there is a meaningful distinction between true zero and the value that was rounded",0s
"data quality: excellent",A
"data quality: very good",B
"data quality: good",C
"data quality: acceptable",D
"use with caution",E
"too unreliable to be published",F
"not applicable",...
preliminary,p
revised,r
"suppressed to meet the confidentiality requirements of the Statistics Act",x
terminated,t

"Survey Code","Survey Name"
5124,"Trade by Exporter Characteristics - Goods"

"Subject Code","Subject Name"
12,"International trade"

"Note ID",Note
1,"Data may not add to totals due to rounding."
2,"For additional information and definitions related to the employment variable, refer to <a href=""http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=2612"">Survey of Employment, Payrolls and Hours (SEPH)</a>."
3,"This employment category includes enterprises who reported 0 employees as well as those who did not report employment data."
4,"An exporting enterprise is included in all different countries it exported to during the reference year. For example, an enterprise that exported to the United States and China is counted once for the United States and once for China. As such, the number of exporting enterprises by country of destination are non-additive."
5,"Total value of exports refers to the part of annual domestic export value (customs basis) that can be linked to specific entities in the Business Register each year. Annual domestic export values (customs basis) can be obtained from CANSIM table 228-0060. For additional information and definitions related to merchandise domestic exports, refer to <a href=""http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=2201""> Canadian International Merchandise Trade (Custom Basis)</a>."

"Correction ID","Correction Date","Correction Note"


